Tailored Messaging Event #,"Message Timing
(days from participant start)",Big 2 Decision= ___,"Engagement 
Level List= ___",Importance/ Confidence Rating= ___,Value 1 CONTAINS: ___,Value 2 CONTAINS: ___,Value 3 CONTAINS: ___,Strength 1 CONTAINS: ___,Strength 2 CONTAINS: ___,Strength 3 CONTAINS: ___,Message___
1,16,Complete,Low,low/high,strong,,,,,,"Being strong is a big part of who you are. Many people find that by taking actions to prevent diabetes - like you've been doing - they end up feeling stronger, more powerful, and more energetic. "
1,16,Complete,Low,low/high,success,,,,,,"Sticking with new, healthy habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you can keep doing what’s needed to beat this situation, just like you always do."
1,16,Complete,Low,low/high,support,,,,,,"Mr. Rogers always said to ""look for the helpers."" That's you. But it's harder to help others if you aren't at your best. Actions you've been taking, like participating in the DPP or taking metformin, can help you stay healthy enough to keep supporting others!"
1,16,Complete,Low,low/high,discipline,,,,,,"Maintaining new habits, like participating in the DPP or taking metformin, isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to keep putting in the work to prevent diabetes."
1,16,Complete,Low,low/high,youth,,,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - sustaining the actions you've been taking can help you stay young and full of energy!"
1,16,Complete,Low,low/high,respect,,,,,,You can be a role model for others at work by continuing to manage your health through actions like participating in the DPP or taking metformin. The progress you're making by putting in the hard work to prevent diabetes will help you continue to earn your colleagues’ respect.
1,16,Complete,Low,low/high,independent,,,,,,Many people find that when dealing with a chronic illness they depend more heavily on others for help – something a person like you wants to avoid. Maintaining your efforts to participate in the DPP or take metformin can help you prevent diabetes and avoid having to rely more on others.
1,16,Complete,Low,no recent data,parent,,,,,,"Children learn a lot from watching their parents. By continuing to take action to reduce your risk for diabetes, you are modeling a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
1,16,Complete,Low,no recent data,spouse,,,,,,"It’s tough to be fully present in the moment if you are worried about your health. Keeping up with actions like participating in the DPP or taking metformin can help you continue to lower your risk for diabetes, which might just give you one less thing to worry about. This can leave you more time and energy to be present for who matters most to you."
1,16,Complete,Low,no recent data,religious,,,,,,he1_7
1,16,Complete,Low,no recent data,spiritual,,,,,,he1_10
1,16,Complete,Low,no recent data,responsible,,,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. Your recent efforts to participate in the DPP or take metformin can put you in the best position to be able to fulfill your commitments. 
1,16,Complete,Low,no recent data,strong,,,,,,"Being strong is a big part of who you are. Many people find that by taking actions to prevent diabetes - like you've been doing - they end up feeling stronger, more powerful, and more energetic. "
1,16,Complete,Low,no recent data,success,,,,,,"Sticking with new, healthy habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you can keep doing what’s needed to beat this situation, just like you always do."
1,16,Complete,Low,no recent data,support,,,,,,"Mr. Rogers always said to ""look for the helpers."" That's you. But it's harder to help others if you aren't at your best. Actions you've been taking, like participating in the DPP or taking metformin, can help you stay healthy enough to keep supporting others!"
